city,locality,property_type,bedrooms,area_sqft,price_per_sqft,price_lakhs,floor,age_years,facing,parking,furnishing,availability,maintenance_monthly,timestamp
Bangalore,JP Nagar,Apartment,3 BHK,1499,12816,192,10 out of 23,3,North West,No,Unfurnished,Under Construction,4090,2025-10-02 17:38:24
Mumbai,Worli,Apartment,2 BHK,1078,10760,115,7 out of 20,4,South,Yes,Unfurnished,Under Construction,3318,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,1 BHK,532,12719,67,19 out of 21,19,West,Yes,Semi-Furnished,Ready to Move,2417,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1459,14884,217,4 out of 23,18,North West,No,Fully Furnished,Under Construction,4626,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1522,10709,162,4 out of 24,15,East,Yes,Semi-Furnished,Under Construction,3755,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,2 BHK,943,14708,138,18 out of 20,14,North,No,Unfurnished,Ready to Move,3387,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,1 BHK,542,13547,73,1 out of 24,4,North East,No,Fully Furnished,Under Construction,3444,2025-10-02 17:38:24
Delhi,Rohini,Apartment,3 BHK,1510,9153,138,11 out of 21,6,South,Yes,Fully Furnished,Ready to Move,6008,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,2 BHK,1072,9126,97,11 out of 22,8,East,Yes,Unfurnished,Ready to Move,5465,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,3 BHK,1684,11143,187,8 out of 21,12,North West,Yes,Unfurnished,Ready to Move,4593,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1595,10897,173,15 out of 21,1,South,Yes,Semi-Furnished,Ready to Move,4636,2025-10-02 17:38:24
Mumbai,Bandra,Villa,3 BHK,1465,14308,209,11 out of 20,1,East,Yes,Unfurnished,Ready to Move,5422,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1525,9126,139,2 out of 20,12,North East,Yes,Semi-Furnished,Under Construction,4201,2025-10-02 17:38:24
Mumbai,Worli,Apartment,3 BHK,1506,11615,174,1 out of 22,17,South,Yes,Semi-Furnished,Under Construction,3337,2025-10-02 17:38:24
Delhi,South Extension,Apartment,2 BHK,1315,13812,181,14 out of 23,10,South,Yes,Unfurnished,Ready to Move,5229,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,2 BHK,884,9497,83,4 out of 21,0,South,Yes,Semi-Furnished,Under Construction,5711,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1422,12196,173,2 out of 20,13,South West,Yes,Semi-Furnished,Ready to Move,4214,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,2 BHK,849,7601,64,13 out of 22,6,North,Yes,Unfurnished,Under Construction,4957,2025-10-02 17:38:24
Delhi,South Extension,Apartment,4 BHK,2106,12399,261,11 out of 21,19,South East,Yes,Unfurnished,Ready to Move,5693,2025-10-02 17:38:24
Mumbai,Juhu,Builder Floor,1 BHK,448,11749,52,19 out of 23,9,West,Yes,Unfurnished,Ready to Move,5240,2025-10-02 17:38:24
Mumbai,Worli,Builder Floor,2 BHK,1032,12038,124,6 out of 20,19,North West,Yes,Unfurnished,Under Construction,4870,2025-10-02 17:38:24
Delhi,Pitampura,Builder Floor,3 BHK,1416,13772,195,3 out of 23,16,North,Yes,Semi-Furnished,Ready to Move,6878,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,2 BHK,996,11632,115,19 out of 21,7,East,Yes,Unfurnished,Under Construction,5046,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1444,13068,188,4 out of 21,10,South West,Yes,Fully Furnished,Ready to Move,5738,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1420,12880,182,2 out of 23,10,South East,Yes,Fully Furnished,Under Construction,4500,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,4 BHK,1934,10497,203,19 out of 23,9,North East,Yes,Unfurnished,Under Construction,3209,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,2 BHK,907,15090,136,2 out of 23,18,East,Yes,Unfurnished,Under Construction,4514,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1574,15042,236,2 out of 21,19,South West,Yes,Fully Furnished,Ready to Move,4979,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,4 BHK,1962,15625,306,3 out of 21,11,South,Yes,Fully Furnished,Ready to Move,5504,2025-10-02 17:38:24
Mumbai,Bandra,Builder Floor,2 BHK,976,13424,131,4 out of 21,18,East,No,Fully Furnished,Under Construction,3838,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,4 BHK,2040,11619,237,15 out of 23,11,North East,Yes,Semi-Furnished,Under Construction,4961,2025-10-02 17:38:24
Delhi,Rohini,Apartment,2 BHK,1110,12772,141,4 out of 22,9,West,Yes,Semi-Furnished,Ready to Move,3395,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,2 BHK,1155,8397,96,11 out of 23,18,North West,Yes,Fully Furnished,Ready to Move,6198,2025-10-02 17:38:24
Mumbai,Worli,Apartment,1 BHK,302,11850,35,10 out of 23,17,East,Yes,Unfurnished,Under Construction,4255,2025-10-02 17:38:24
Bangalore,Koramangala,Builder Floor,2 BHK,972,13300,129,4 out of 24,11,North,Yes,Unfurnished,Ready to Move,5744,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1462,9209,134,17 out of 21,15,West,Yes,Fully Furnished,Ready to Move,6206,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,2 BHK,957,12474,119,7 out of 21,5,West,No,Semi-Furnished,Ready to Move,4352,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,2 BHK,1000,13965,139,19 out of 20,3,North,Yes,Fully Furnished,Under Construction,5823,2025-10-02 17:38:24
Delhi,Rohini,Apartment,2 BHK,859,12565,107,11 out of 23,14,South,Yes,Semi-Furnished,Under Construction,2343,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,3 BHK,1550,12577,194,6 out of 21,12,South East,Yes,Semi-Furnished,Under Construction,3572,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,3 BHK,1534,13850,212,2 out of 23,16,South East,Yes,Unfurnished,Under Construction,4548,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,1 BHK,338,10552,35,12 out of 23,3,North West,Yes,Unfurnished,Ready to Move,4311,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1374,9752,133,7 out of 23,0,South,Yes,Unfurnished,Under Construction,4456,2025-10-02 17:38:24
Delhi,South Extension,Villa,3 BHK,1477,12523,184,7 out of 22,11,North,Yes,Semi-Furnished,Ready to Move,6909,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,4 BHK,2046,9981,204,4 out of 20,9,West,No,Fully Furnished,Under Construction,4762,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,5 BHK,2308,12654,292,10 out of 21,0,West,Yes,Semi-Furnished,Ready to Move,4469,2025-10-02 17:38:24
Bangalore,JP Nagar,Villa,2 BHK,890,11692,104,8 out of 23,14,South West,No,Semi-Furnished,Ready to Move,3831,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,3 BHK,1459,10234,149,4 out of 20,16,South East,Yes,Semi-Furnished,Under Construction,4903,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1499,7939,119,4 out of 24,9,North East,Yes,Semi-Furnished,Ready to Move,5582,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,4 BHK,2059,11255,231,13 out of 23,7,East,Yes,Semi-Furnished,Under Construction,5804,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,4 BHK,2095,9132,191,6 out of 20,15,South West,Yes,Fully Furnished,Under Construction,3901,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,2 BHK,839,10529,88,5 out of 22,14,South West,Yes,Unfurnished,Ready to Move,7744,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1563,8937,139,16 out of 23,13,South East,No,Semi-Furnished,Under Construction,6102,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,2 BHK,1061,8569,90,14 out of 24,0,South West,Yes,Unfurnished,Under Construction,5389,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1356,12668,171,7 out of 20,16,West,No,Unfurnished,Ready to Move,3038,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,4 BHK,1899,14656,278,12 out of 22,19,North East,Yes,Semi-Furnished,Ready to Move,5043,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1539,13088,201,8 out of 23,16,South East,Yes,Unfurnished,Ready to Move,4486,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1498,12651,189,6 out of 24,0,West,Yes,Unfurnished,Ready to Move,5131,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,1 BHK,651,10704,69,6 out of 23,15,North West,Yes,Semi-Furnished,Under Construction,3735,2025-10-02 17:38:24
Bangalore,HSR Layout,Builder Floor,3 BHK,1380,11795,162,1 out of 24,15,South,No,Unfurnished,Under Construction,4728,2025-10-02 17:38:24
Mumbai,Powai,Apartment,3 BHK,1403,10105,141,14 out of 24,13,West,Yes,Fully Furnished,Under Construction,5359,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,3 BHK,1340,12695,170,2 out of 21,13,North,Yes,Semi-Furnished,Ready to Move,3682,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1586,15190,240,18 out of 20,5,North,Yes,Semi-Furnished,Under Construction,5090,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1534,11515,176,19 out of 20,8,South West,Yes,Fully Furnished,Under Construction,5259,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,2 BHK,930,11470,106,11 out of 20,18,East,Yes,Fully Furnished,Ready to Move,5376,2025-10-02 17:38:24
Mumbai,Powai,Apartment,2 BHK,1139,11669,132,18 out of 20,6,West,No,Fully Furnished,Ready to Move,4984,2025-10-02 17:38:24
Bangalore,Whitefield,Builder Floor,3 BHK,1401,12873,180,2 out of 23,3,North West,Yes,Unfurnished,Ready to Move,4127,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,5 BHK,2585,12634,326,9 out of 21,5,South West,Yes,Semi-Furnished,Ready to Move,4374,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,3 BHK,1638,11372,186,10 out of 22,12,East,Yes,Semi-Furnished,Ready to Move,4256,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1453,14556,211,13 out of 22,2,North,Yes,Semi-Furnished,Ready to Move,4932,2025-10-02 17:38:24
Mumbai,Worli,Builder Floor,1 BHK,487,11712,57,3 out of 23,10,North West,Yes,Semi-Furnished,Under Construction,4242,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,3 BHK,1473,11878,174,13 out of 22,8,East,Yes,Semi-Furnished,Ready to Move,5165,2025-10-02 17:38:24
Mumbai,Bandra,Builder Floor,4 BHK,2113,11961,252,15 out of 20,3,South,Yes,Fully Furnished,Ready to Move,5006,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1398,13426,187,14 out of 21,4,North,Yes,Unfurnished,Ready to Move,4837,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,3 BHK,1617,13889,224,14 out of 23,17,West,Yes,Unfurnished,Under Construction,5631,2025-10-02 17:38:24
Delhi,Rohini,Apartment,1 BHK,680,13875,94,12 out of 22,17,West,Yes,Semi-Furnished,Ready to Move,5895,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,5 BHK,2716,12246,332,15 out of 22,8,South West,No,Unfurnished,Ready to Move,5535,2025-10-02 17:38:24
Delhi,Dwarka,Villa,2 BHK,1090,12598,137,9 out of 24,8,South West,Yes,Semi-Furnished,Ready to Move,4724,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,2 BHK,954,12952,123,11 out of 23,1,North,No,Semi-Furnished,Under Construction,5586,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1389,12492,173,17 out of 22,3,East,Yes,Unfurnished,Under Construction,4501,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,2 BHK,962,16947,163,16 out of 21,5,North,Yes,Semi-Furnished,Under Construction,4005,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,2 BHK,887,17929,159,12 out of 23,5,South West,Yes,Semi-Furnished,Under Construction,3590,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1253,12199,152,8 out of 21,7,South East,No,Unfurnished,Under Construction,4405,2025-10-02 17:38:24
Delhi,Pitampura,Builder Floor,3 BHK,1485,13627,202,15 out of 22,2,North,Yes,Fully Furnished,Under Construction,6516,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,3 BHK,1451,14837,215,11 out of 21,9,North East,Yes,Unfurnished,Ready to Move,5532,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,2 BHK,936,11858,110,4 out of 20,9,South,Yes,Fully Furnished,Under Construction,4813,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,3 BHK,1481,14426,213,9 out of 20,12,North,Yes,Semi-Furnished,Under Construction,4263,2025-10-02 17:38:24
Delhi,Dwarka,Builder Floor,3 BHK,1617,10475,169,1 out of 21,7,North,Yes,Semi-Furnished,Under Construction,6152,2025-10-02 17:38:24
Delhi,Vasant Kunj,Builder Floor,4 BHK,2093,12631,264,8 out of 24,15,East,Yes,Unfurnished,Ready to Move,5125,2025-10-02 17:38:24
Mumbai,Bandra,Builder Floor,3 BHK,1382,9529,131,19 out of 24,0,West,Yes,Semi-Furnished,Under Construction,4759,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,4 BHK,2014,12350,248,11 out of 20,8,North East,Yes,Unfurnished,Ready to Move,4228,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,4 BHK,1844,11525,212,13 out of 21,4,East,Yes,Unfurnished,Under Construction,4264,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1562,12730,198,2 out of 22,14,North East,Yes,Unfurnished,Under Construction,4519,2025-10-02 17:38:24
Mumbai,Worli,Apartment,4 BHK,2137,12559,268,11 out of 21,0,South West,Yes,Semi-Furnished,Under Construction,5082,2025-10-02 17:38:24
Bangalore,Indiranagar,Builder Floor,2 BHK,932,10619,98,4 out of 22,18,West,Yes,Fully Furnished,Under Construction,5653,2025-10-02 17:38:24
Mumbai,Andheri,Builder Floor,3 BHK,1453,12401,180,1 out of 22,18,North,Yes,Fully Furnished,Ready to Move,4497,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,2 BHK,870,12260,106,7 out of 24,18,North East,Yes,Unfurnished,Under Construction,5130,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,3 BHK,1249,11077,138,13 out of 24,3,South,Yes,Unfurnished,Under Construction,6037,2025-10-02 17:38:24
Mumbai,Worli,Apartment,4 BHK,2032,11516,234,8 out of 22,4,South,Yes,Unfurnished,Under Construction,7584,2025-10-02 17:38:24
Mumbai,Powai,Apartment,2 BHK,1078,13873,149,9 out of 21,10,South West,Yes,Fully Furnished,Under Construction,4775,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,5 BHK,2298,10591,243,4 out of 20,13,North West,Yes,Semi-Furnished,Ready to Move,5256,2025-10-02 17:38:24
Mumbai,Worli,Apartment,3 BHK,1450,9142,132,9 out of 23,11,North West,No,Unfurnished,Ready to Move,3651,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,3 BHK,1630,13975,227,6 out of 20,15,West,Yes,Unfurnished,Under Construction,3423,2025-10-02 17:38:24
Mumbai,Andheri,Builder Floor,1 BHK,534,12819,68,18 out of 21,13,South West,Yes,Fully Furnished,Under Construction,5436,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,1 BHK,609,8589,52,8 out of 21,19,South,No,Semi-Furnished,Under Construction,6066,2025-10-02 17:38:24
Delhi,Dwarka,Villa,4 BHK,1997,12957,258,7 out of 22,9,South East,No,Fully Furnished,Under Construction,4884,2025-10-02 17:38:24
Bangalore,Indiranagar,Villa,2 BHK,917,9655,88,13 out of 23,0,North East,Yes,Semi-Furnished,Under Construction,5885,2025-10-02 17:38:24
Mumbai,Juhu,Builder Floor,4 BHK,1791,10348,185,5 out of 20,3,South West,No,Fully Furnished,Under Construction,5050,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1270,14738,187,19 out of 24,2,South West,Yes,Semi-Furnished,Ready to Move,5622,2025-10-02 17:38:24
Delhi,Vasant Kunj,Apartment,1 BHK,273,8781,23,16 out of 23,4,North East,Yes,Semi-Furnished,Under Construction,4771,2025-10-02 17:38:24
Delhi,Rohini,Apartment,2 BHK,933,13150,122,13 out of 23,10,East,No,Semi-Furnished,Ready to Move,5854,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1422,10228,145,7 out of 23,7,North East,Yes,Unfurnished,Under Construction,4083,2025-10-02 17:38:24
Delhi,South Extension,Apartment,1 BHK,514,11733,60,2 out of 24,1,West,Yes,Unfurnished,Ready to Move,4923,2025-10-02 17:38:24
Mumbai,Worli,Builder Floor,2 BHK,918,14014,128,1 out of 20,11,North East,Yes,Unfurnished,Under Construction,5897,2025-10-02 17:38:24
Delhi,Rohini,Villa,4 BHK,1945,16317,317,17 out of 21,9,West,Yes,Fully Furnished,Under Construction,4410,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,1 BHK,347,11440,39,15 out of 21,11,North West,No,Fully Furnished,Under Construction,4915,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1346,10678,143,4 out of 20,2,North East,Yes,Unfurnished,Ready to Move,5739,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,2 BHK,942,14949,140,11 out of 24,18,South East,Yes,Unfurnished,Under Construction,6617,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,2 BHK,1043,13602,141,3 out of 23,3,North West,Yes,Fully Furnished,Ready to Move,5309,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1705,9854,168,5 out of 23,16,North,Yes,Unfurnished,Under Construction,4560,2025-10-02 17:38:24
Mumbai,Juhu,Apartment,3 BHK,1608,11087,178,6 out of 23,8,South,Yes,Fully Furnished,Under Construction,5168,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,4 BHK,2078,14184,294,1 out of 21,19,North,Yes,Fully Furnished,Ready to Move,4545,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,5 BHK,2547,9644,245,18 out of 24,1,North West,Yes,Semi-Furnished,Under Construction,5003,2025-10-02 17:38:24
Delhi,Rohini,Apartment,3 BHK,1529,12866,196,15 out of 21,0,North East,No,Fully Furnished,Ready to Move,3127,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1610,13169,212,10 out of 23,11,East,No,Semi-Furnished,Ready to Move,4878,2025-10-02 17:38:24
Bangalore,Whitefield,Apartment,2 BHK,1028,10789,110,9 out of 20,14,North,Yes,Fully Furnished,Ready to Move,3508,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,2 BHK,970,9149,88,7 out of 22,5,North,Yes,Unfurnished,Ready to Move,5587,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,3 BHK,1443,12335,177,4 out of 22,11,West,Yes,Unfurnished,Ready to Move,6245,2025-10-02 17:38:24
Delhi,South Extension,Apartment,2 BHK,938,9813,92,4 out of 20,11,West,Yes,Fully Furnished,Under Construction,4585,2025-10-02 17:38:24
Mumbai,Andheri,Villa,2 BHK,996,13048,129,7 out of 20,10,South West,Yes,Semi-Furnished,Ready to Move,3905,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,2 BHK,1127,11734,132,3 out of 21,19,West,Yes,Semi-Furnished,Ready to Move,4624,2025-10-02 17:38:24
Delhi,South Extension,Apartment,2 BHK,996,12206,121,4 out of 21,14,North East,Yes,Semi-Furnished,Under Construction,5568,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,3 BHK,1434,10985,157,7 out of 22,13,South,Yes,Semi-Furnished,Ready to Move,4900,2025-10-02 17:38:24
Bangalore,JP Nagar,Apartment,2 BHK,1019,12366,126,6 out of 23,13,North,Yes,Semi-Furnished,Ready to Move,4811,2025-10-02 17:38:24
Mumbai,Bandra,Villa,2 BHK,1272,10799,137,17 out of 22,1,North East,Yes,Fully Furnished,Under Construction,7169,2025-10-02 17:38:24
Bangalore,HSR Layout,Apartment,4 BHK,1899,12280,233,13 out of 24,19,South West,Yes,Unfurnished,Under Construction,5363,2025-10-02 17:38:24
Delhi,Dwarka,Apartment,2 BHK,1145,11588,132,4 out of 23,6,North West,Yes,Unfurnished,Under Construction,4859,2025-10-02 17:38:24
Mumbai,Juhu,Builder Floor,4 BHK,1833,10445,191,7 out of 23,14,North,Yes,Unfurnished,Ready to Move,5252,2025-10-02 17:38:24
Delhi,Vasant Kunj,Villa,2 BHK,1093,10828,118,8 out of 21,0,South East,Yes,Semi-Furnished,Ready to Move,5500,2025-10-02 17:38:24
Mumbai,Worli,Apartment,4 BHK,1955,12136,237,18 out of 22,6,North East,Yes,Semi-Furnished,Under Construction,4382,2025-10-02 17:38:24
Delhi,South Extension,Apartment,3 BHK,1579,9258,146,2 out of 20,16,West,Yes,Unfurnished,Ready to Move,3693,2025-10-02 17:38:24
Delhi,Rohini,Builder Floor,4 BHK,2010,13982,281,19 out of 22,13,West,Yes,Fully Furnished,Ready to Move,4454,2025-10-02 17:38:24
Mumbai,Worli,Apartment,4 BHK,1844,13194,243,5 out of 23,12,South West,Yes,Semi-Furnished,Ready to Move,5008,2025-10-02 17:38:24
Delhi,Pitampura,Villa,2 BHK,994,13735,136,5 out of 21,1,North West,Yes,Unfurnished,Under Construction,6081,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,2 BHK,987,9436,93,7 out of 20,14,South West,No,Semi-Furnished,Under Construction,5300,2025-10-02 17:38:24
Mumbai,Powai,Apartment,3 BHK,1450,10353,150,19 out of 22,1,South West,Yes,Unfurnished,Ready to Move,4424,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,2 BHK,1133,11931,135,6 out of 21,2,East,Yes,Semi-Furnished,Under Construction,4982,2025-10-02 17:38:24
Delhi,South Extension,Apartment,4 BHK,2139,15979,341,11 out of 22,6,East,Yes,Semi-Furnished,Ready to Move,4646,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,2 BHK,1032,12056,124,18 out of 23,11,South,Yes,Unfurnished,Under Construction,2766,2025-10-02 17:38:24
Bangalore,JP Nagar,Villa,4 BHK,1948,13766,268,17 out of 22,17,North,Yes,Fully Furnished,Under Construction,5065,2025-10-02 17:38:24
Mumbai,Andheri,Apartment,2 BHK,896,14096,126,10 out of 20,6,East,Yes,Unfurnished,Under Construction,5938,2025-10-02 17:38:24
Mumbai,Juhu,Villa,2 BHK,940,11194,105,12 out of 23,18,South,Yes,Fully Furnished,Under Construction,6685,2025-10-02 17:38:24
Mumbai,Powai,Apartment,2 BHK,978,12991,127,6 out of 21,15,North West,Yes,Fully Furnished,Under Construction,4986,2025-10-02 17:38:24
Delhi,Pitampura,Apartment,3 BHK,1566,11322,177,18 out of 24,19,West,Yes,Unfurnished,Under Construction,4775,2025-10-02 17:38:24
Bangalore,Indiranagar,Builder Floor,2 BHK,918,8043,73,6 out of 24,15,North,No,Fully Furnished,Under Construction,5812,2025-10-02 17:38:24
Delhi,Dwarka,Builder Floor,3 BHK,1451,12323,178,7 out of 20,7,South West,Yes,Fully Furnished,Under Construction,5131,2025-10-02 17:38:24
Delhi,Pitampura,Builder Floor,5 BHK,2664,15520,413,1 out of 20,13,South West,Yes,Unfurnished,Ready to Move,4494,2025-10-02 17:38:24
Delhi,Rohini,Apartment,3 BHK,1581,15818,250,11 out of 23,11,South West,No,Semi-Furnished,Under Construction,5043,2025-10-02 17:38:24
Bangalore,Koramangala,Apartment,2 BHK,1000,13331,133,16 out of 20,15,West,Yes,Unfurnished,Under Construction,4513,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,2 BHK,1127,11167,125,10 out of 20,16,North,Yes,Fully Furnished,Ready to Move,4509,2025-10-02 17:38:24
Mumbai,Bandra,Apartment,2 BHK,902,13262,119,7 out of 20,6,West,Yes,Fully Furnished,Ready to Move,4071,2025-10-02 17:38:24
Bangalore,Indiranagar,Apartment,2 BHK,987,12730,125,11 out of 22,8,North East,Yes,Fully Furnished,Ready to Move,5232,2025-10-02 17:38:24
